first_name,last_name,gender,past_3_years_bike_related_purchases,cluster,DOB,age,age_categories,job_title,job_industry_category,wealth_segment,owns_car,tenure,address,postcode,state,property_valuation,Rank,Value
Vladimir,Westmerland,M,18,0,1956-06-19,64,60 to 70,Untitled,Manufacturing,Mass Customer,Yes,18,102 Charing Cross Terrace,2640,NSW,4,338,0.99609375
Kylynn,Drowsfield,F,80,2,1975-03-28,45,40 to 50,Editor,Untitled,High Net Worth,Yes,7,5 Trailsway Avenue,3059,VIC,9,338,0.99609375
Nicole,Ruckhard,F,93,0,1969-10-09,51,50 to 60,Human Resources Manager,Health,Affluent Customer,Yes,17,23694 Leroy Place,4560,QLD,3,341,0.99
Celestina,Lethardy,F,38,3,1968-12-11,52,50 to 60,Software Consultant,IT,Mass Customer,Yes,11,53 Memorial Street,3163,VIC,10,341,0.99
Tannie,Petrakov,M,84,2,1951-11-27,69,60 to 70,Data Coordiator,IT,Affluent Customer,No,10,691 Valley Edge Alley,4078,QLD,6,341,0.99
Bessy,Saladin,F,22,3,1939-12-22,81,Above 80,VP Marketing,Manufacturing,Mass Customer,Yes,16,60073 Pankratz Pass,4075,QLD,10,341,0.99
Diego,Van den Broek,M,17,3,1964-09-28,56,50 to 60,Business Systems Development Analyst,Manufacturing,Affluent Customer,Yes,13,8 Schlimgen Drive,4055,QLD,7,345,0.988125
Lucilia,Minshall,F,71,2,1952-04-15,68,60 to 70,Untitled,IT,Mass Customer,Yes,7,0237 Mallard Place,2750,NSW,8,345,0.988125
Cissiee,Pollington,F,43,3,1941-07-21,79,70 to 80,Associate Professor,Property,Mass Customer,Yes,7,69710 Northfield Center,2256,NSW,9,345,0.988125
Eddy,Sturch,M,22,3,1961-02-11,59,50 to 60,Software Consultant,Financial Services,High Net Worth,Yes,17,1 Kinsman Crossing,4158,QLD,6,345,0.988125
Caron,Kezar,F,11,0,1953-08-08,67,60 to 70,Social Worker,Health,Mass Customer,No,5,40553 Rigney Avenue,2835,NSW,1,349,0.9875
Sandor,Stirland,M,67,2,1981-05-26,39,30 to 40,Web Developer IV,Manufacturing,High Net Worth,No,12,48578 Farmco Park,3235,VIC,10,349,0.9875
Gallagher,Bromell,M,18,3,1956-12-02,64,60 to 70,Assistant Manager,Untitled,Mass Customer,No,17,91634 Badeau Crossing,4556,QLD,8,349,0.9875
Murial,Bulloch,F,59,2,1964-10-01,56,50 to 60,Untitled,Financial Services,Mass Customer,No,13,391 Old Shore Lane,2011,NSW,6,349,0.9875
Delinda,Ech,F,74,2,1944-10-21,76,70 to 80,Environmental Specialist,Argiculture,Mass Customer,Yes,17,28 Golf View Terrace,3101,VIC,10,349,0.9875
Hussein,Tapenden,M,19,3,1953-10-19,67,60 to 70,Pharmacist,Health,Affluent Customer,Yes,12,0197 Sachs Avenue,2747,NSW,8,349,0.9875
Giulietta,Garbott,F,59,1,2002-02-27,18,Lessthan 20,Technical Writer,Untitled,Affluent Customer,Yes,14,48297 Stuart Circle,3810,VIC,5,355,0.984375
Kaylyn,Jakaway,F,45,3,1980-07-30,40,40 to 50,Registered Nurse,Health,Affluent Customer,No,10,67 Heath Circle,2290,NSW,8,356,0.9828125
Brynn,Goodyear,F,30,3,1944-11-10,76,70 to 80,Human Resources Manager,Health,Mass Customer,Yes,11,3 Sheridan Lane,3075,VIC,7,356,0.9828125
Otis,,M,59,2,1971-01-11,49,40 to 50,Electrical Engineer,Manufacturing,Affluent Customer,No,12,04 Oakridge Plaza,2075,NSW,11,358,0.98
Pace,Clemonts,M,99,2,1990-07-28,30,30 to 40,Media Manager IV,Retail,High Net Worth,No,10,335 Cambridge Hill,3122,VIC,7,358,0.98
Muffin,Grigolon,M,7,3,1979-10-31,41,40 to 50,Senior Editor,Telecommunications,Mass Customer,No,12,4597 Marcy Point,2232,NSW,10,361,0.9775
Allsun,Biner,F,67,0,1997-12-26,23,20 to 30,Nurse Practicioner,Financial Services,Mass Customer,Yes,10,9 Walton Way,2641,NSW,2,361,0.9775
Kenneth,Elleyne,M,13,3,1957-09-03,63,60 to 70,Technical Writer,Financial Services,Mass Customer,No,13,27429 Dottie Plaza,3145,VIC,11,361,0.9775
Clotilda,Southers,F,62,0,1999-11-08,21,20 to 30,Computer Systems Analyst II,Financial Services,Mass Customer,Yes,15,42 Donald Hill,2323,NSW,4,361,0.9775
Augustus,Bourley,M,60,2,1981-08-17,39,30 to 40,Untitled,Health,Affluent Customer,No,18,3 Hoepker Parkway,4152,QLD,10,366,0.975
Daisi,Tinwell,F,84,2,1971-12-24,49,40 to 50,Business Systems Development Analyst,Financial Services,Mass Customer,No,11,19561 Express Street,2777,NSW,8,366,0.975
Gerik,Woodroof,M,18,3,1959-06-13,61,60 to 70,Paralegal,Financial Services,High Net Worth,Yes,9,41 Kropf Road,3175,VIC,7,366,0.975
Claresta,MacConnulty,F,6,3,1957-10-01,63,60 to 70,Recruiting Manager,Untitled,Mass Customer,Yes,20,0516 Fremont Point,2026,NSW,9,366,0.975
Arty,Fontelles,M,50,1,1994-10-21,26,20 to 30,Help Desk Technician,IT,High Net Worth,No,4,7872 South Junction,3197,VIC,4,370,0.97
Giulia,Hazart,F,57,2,1978-08-02,42,40 to 50,Help Desk Technician,Untitled,Mass Customer,No,11,81 Donald Parkway,4218,QLD,11,371,0.96875
Whit,Emloch,M,30,3,1963-08-20,57,50 to 60,Food Chemist,Health,Mass Customer,Yes,6,105 Carpenter Court,2220,NSW,9,372,0.966875
Rowan,Summerly,M,4,3,1974-07-05,46,40 to 50,Librarian,Entertainment,Mass Customer,No,9,58231 Tomscot Plaza,2209,NSW,10,372,0.966875
Ian,Rabat,M,54,2,1975-08-04,45,40 to 50,Web Designer I,Financial Services,Affluent Customer,No,11,3 Loeprich Point,3204,VIC,11,372,0.966875
Reginald,Jermy,M,7,3,1960-09-12,60,60 to 70,Director of Sales,Untitled,High Net Worth,Yes,20,540 Katie Street,4128,QLD,8,375,0.96
Link,Gorini,M,60,0,1974-11-09,46,40 to 50,Untitled,IT,High Net Worth,No,10,9495 Jenna Way,4600,QLD,2,375,0.96
Harriet,Brattan,F,81,0,1986-12-03,34,30 to 40,Human Resources Assistant I,Financial Services,High Net Worth,No,2,66 Ruskin Parkway,3579,VIC,1,378,0.95625
Sada,Branton,F,34,0,1974-06-24,46,40 to 50,Nuclear Power Engineer,Manufacturing,Affluent Customer,No,14,9736 Mitchell Pass,3199,VIC,6,378,0.95625
Jenelle,Mc-Kerley,F,40,0,1942-01-23,78,70 to 80,Data Coordiator,Financial Services,Mass Customer,Yes,16,9 Springview Terrace,4068,QLD,5,378,0.95625
Gabrila,Toopin,F,7,3,1963-01-14,57,50 to 60,Junior Executive,Manufacturing,Mass Customer,No,12,1914 Oakridge Place,2456,NSW,6,378,0.95625
Almira,Mangion,F,4,1,1996-01-24,24,20 to 30,VP Product Management,Financial Services,Affluent Customer,Yes,2,179 Anzinger Center,2230,NSW,12,382,0.95
Arty,Strudwick,M,85,2,1964-01-31,56,50 to 60,Data Coordiator,Health,Mass Customer,Yes,8,62 Melrose Court,2211,NSW,10,382,0.95
Alexa,Dillet,F,65,2,1944-10-05,76,70 to 80,Product Engineer,Entertainment,Affluent Customer,No,17,84650 Novick Point,2261,NSW,7,382,0.95
Palmer,Heaven,M,82,1,1995-05-18,25,20 to 30,Staff Scientist,Financial Services,Affluent Customer,Yes,9,5 Hoard Parkway,3754,VIC,6,382,0.95
Porter,Buckenhill,M,46,3,1954-06-14,66,60 to 70,Help Desk Operator,Manufacturing,High Net Worth,Yes,9,376 Talmadge Street,4124,QLD,7,386,0.945625
Kizzee,Kemston,F,11,3,1961-09-29,59,50 to 60,Untitled,Health,Mass Customer,No,13,5979 Green Ridge Way,2767,NSW,8,386,0.945625
Isadora,Ducker,F,15,0,1973-08-25,47,40 to 50,Account Executive,Untitled,Affluent Customer,Yes,8,2972 Holy Cross Crossing,3153,VIC,5,386,0.945625
Giffie,Offill,M,51,1,1993-03-02,27,20 to 30,Structural Engineer,Telecommunications,Affluent Customer,No,5,89 Riverside Court,4740,QLD,3,386,0.945625
Fara,Sarath,F,75,2,1948-06-30,72,70 to 80,Quality Control Specialist,Untitled,Mass Customer,No,22,540 Forest Run Plaza,2168,NSW,7,386,0.945625
Carolann,Raatz,F,25,3,1979-02-26,41,40 to 50,Chief Design Engineer,Untitled,High Net Worth,No,21,817 Bunker Hill Place,3977,VIC,6,386,0.945625
Tamar,Windmill,F,92,2,1939-08-28,81,Above 80,Senior Editor,Manufacturing,Affluent Customer,No,10,4669 Troy Place,2207,NSW,10,386,0.945625
Kipp,Stockport,M,36,1,1982-12-10,38,30 to 40,Data Coordiator,Retail,Mass Customer,Yes,6,02 Roth Drive,2022,NSW,11,386,0.945625
Packston,Wackett,M,10,3,1950-04-26,70,70 to 80,Quality Engineer,Financial Services,Mass Customer,No,19,7 Northridge Court,3192,VIC,9,386,0.945625
Hanson,Eastes,M,74,1,1990-05-20,30,30 to 40,Untitled,Manufacturing,Mass Customer,Yes,5,5735 Starling Plaza,3056,VIC,9,395,0.94
Demetria,Bausor,F,73,2,1961-12-22,59,50 to 60,Assistant Media Planner,Entertainment,Mass Customer,Yes,9,97 Transport Plaza,2097,NSW,12,396,0.9375
Lura,Fawdrie,F,66,1,2002-01-17,18,Lessthan 20,VP Sales,Health,Mass Customer,Yes,4,67183 Anniversary Parkway,4211,QLD,3,396,0.9375
Nora,Anselm,F,84,0,1961-01-05,59,50 to 60,Untitled,Entertainment,High Net Worth,Yes,15,2 Emmet Parkway,4342,QLD,5,396,0.9375
Estevan,Eastment,M,54,2,1942-08-09,78,70 to 80,Environmental Specialist,Health,Mass Customer,Yes,21,61926 Tomscot Hill,2019,NSW,8,396,0.9375
Aloysius,Glowacz,M,72,2,1979-03-24,41,40 to 50,Financial Advisor,Financial Services,Affluent Customer,No,18,07 Susan Lane,2232,NSW,10,396,0.9375
Bastien,Ibbeson,M,53,0,1976-11-04,44,40 to 50,Software Consultant,IT,Mass Customer,No,12,43094 Kedzie Pass,2487,NSW,5,401,0.935
Otha,Langworthy,F,91,2,1967-01-20,53,50 to 60,Senior Financial Analyst,Financial Services,Mass Customer,Yes,13,678 Lyons Trail,3130,VIC,10,401,0.935
Gannie,Bargh,M,56,2,1955-02-13,65,60 to 70,Analyst Programmer,Untitled,Mass Customer,Yes,13,1832 Burning Wood Place,3201,VIC,7,401,0.935
Dwayne,Doel,M,80,2,1978-01-21,42,40 to 50,Cost Accountant,Financial Services,Affluent Customer,Yes,17,5642 Debs Terrace,2223,NSW,11,401,0.935
Leese,Huckleby,F,67,2,1977-09-10,43,40 to 50,Help Desk Operator,Manufacturing,High Net Worth,Yes,16,73 Riverside Trail,3777,VIC,7,405,0.93
Dodi,Kiggel,F,5,3,1980-08-15,40,40 to 50,Untitled,Financial Services,Mass Customer,Yes,13,05 Everett Trail,2114,NSW,11,405,0.93
Kippar,Brimilcome,M,21,3,1938-11-29,82,Above 80,Graphic Designer,Health,Mass Customer,No,19,082 Welch Lane,2089,NSW,11,405,0.93
Corinna,Beretta,F,24,1,1996-02-29,24,20 to 30,Programmer III,Health,High Net Worth,No,12,72 Mccormick Circle,3023,VIC,7,408,0.9296875
Laurie,Odlin,F,75,2,1983-03-08,37,30 to 40,Social Worker,Health,High Net Worth,No,10,15669 Arizona Trail,3194,VIC,10,409,0.925
Mair,Erett,F,15,3,1957-12-05,63,60 to 70,Speech Pathologist,Untitled,Affluent Customer,No,18,79 Armistice Parkway,2117,NSW,7,409,0.925
Marcelia,Copins,F,81,2,1946-03-15,74,70 to 80,Untitled,Untitled,Mass Customer,Yes,21,330 Melby Terrace,2259,NSW,8,409,0.925
Tanner,Terlinden,M,84,2,1995-12-09,25,20 to 30,Nuclear Power Engineer,Manufacturing,Mass Customer,No,14,2637 Monument Trail,3106,VIC,11,409,0.925
Hilliard,Dullard,M,65,2,1954-07-18,66,60 to 70,Civil Engineer,Manufacturing,Mass Customer,No,17,37919 Old Gate Park,2163,NSW,8,409,0.925
Justinn,Haruard,F,48,3,1958-08-28,62,60 to 70,Health Coach IV,Health,High Net Worth,No,11,00 Judy Terrace,2035,NSW,12,414,0.924375
Wyn,Meach,M,37,3,1938-09-10,82,Above 80,Untitled,Manufacturing,Mass Customer,No,9,79 Armistice Junction,2765,NSW,9,415,0.921875
Art,Shardlow,M,57,0,1963-10-15,57,50 to 60,Data Coordiator,Argiculture,Mass Customer,Yes,15,7 Clemons Circle,4350,QLD,2,415,0.921875
Dennis,Varnham,M,57,0,1953-05-17,67,60 to 70,Assistant Media Planner,Entertainment,Affluent Customer,No,17,6455 Mayfield Street,3350,VIC,3,415,0.921875
Freddi,Litherborough,F,46,0,1989-01-14,31,30 to 40,Product Engineer,Financial Services,Mass Customer,No,7,7873 Meadow Vale Plaza,2460,NSW,3,418,0.9179999999999999
Salomon,Perkins,M,76,1,1998-01-12,22,20 to 30,Engineer IV,Financial Services,Affluent Customer,Yes,1,45 Banding Hill,2009,NSW,10,419,0.91640625
Sherill,,F,33,1,1991-12-18,29,20 to 30,Information Systems Manager,Financial Services,Mass Customer,No,3,53 Moulton Avenue,2880,NSW,1,420,0.91375
Queenie,Learie,F,90,2,1948-01-24,72,70 to 80,Untitled,Property,Mass Customer,No,12,7 Sauthoff Park,2073,NSW,11,420,0.91375
Etan,Prinett,M,97,2,1970-01-21,50,50 to 60,Operator,Argiculture,Mass Customer,Yes,10,9082 Waywood Avenue,2250,NSW,8,420,0.91375
Donaugh,Benedict,M,3,3,1991-12-01,29,20 to 30,Systems Administrator III,Property,Mass Customer,No,12,30049 Brown Road,2233,NSW,9,420,0.91375
Harwell,Kleinstein,M,87,0,1993-10-18,27,20 to 30,Sales Representative,Retail,Affluent Customer,No,15,7 Huxley Trail,3818,VIC,5,420,0.91375
Cheston,Hritzko,M,70,2,1945-11-08,75,70 to 80,Software Engineer III,Manufacturing,Mass Customer,Yes,19,3 Service Center,2127,NSW,9,420,0.91375
Suzy,Trounson,F,13,3,1947-07-19,73,70 to 80,Senior Financial Analyst,Financial Services,Mass Customer,Yes,20,0627 Golf Center,4152,QLD,9,420,0.91375
Jobie,Runacres,F,96,2,1975-01-08,45,40 to 50,Developer IV,Untitled,Mass Customer,Yes,18,24960 Shopko Crossing,2528,NSW,7,427,0.9125
Guenna,Filisov,F,52,2,1969-02-09,51,50 to 60,Chemical Engineer,Manufacturing,High Net Worth,No,13,43 Stoughton Drive,2154,NSW,9,427,0.9125
Opal,Cleare,F,6,3,1977-09-26,43,40 to 50,Database Administrator II,Property,Affluent Customer,Yes,20,247 Blue Bill Park Parkway,2066,NSW,9,429,0.91
Ottilie,Wanless,F,51,0,1940-11-10,80,Above 80,Environmental Specialist,Untitled,Affluent Customer,No,8,2 David Pass,2720,NSW,4,430,0.9095
Kipper,Circuit,M,23,1,1974-12-12,46,40 to 50,Research Assistant IV,Argiculture,Mass Customer,Yes,4,3867 Barby Hill,2140,NSW,8,430,0.9095
Marilin,Frome,F,58,2,1975-12-22,45,40 to 50,Account Executive,IT,Mass Customer,Yes,17,52 Bobwhite Court,2219,NSW,9,430,0.9095
Arel,Abramovitz,M,72,0,1957-11-12,63,60 to 70,Nurse Practicioner,Health,Mass Customer,No,16,32249 Sycamore Way,4650,QLD,4,433,0.90625
Kit,Easdon,M,61,2,1978-10-26,42,40 to 50,Director of Sales,Property,Affluent Customer,No,12,3 Roth Junction,3156,VIC,8,433,0.90625
Skipp,Swales,M,15,3,1973-11-14,47,40 to 50,Community Outreach Specialist,Entertainment,High Net Worth,Yes,22,76 Green Ridge Drive,3029,VIC,7,436,0.903125
Frederich,Glantz,M,37,1,1997-08-27,23,20 to 30,Nuclear Power Engineer,Manufacturing,High Net Worth,Yes,10,9 Glacier Hill Circle,2762,NSW,8,436,0.903125
Rodolph,Denniss,M,28,0,1974-08-07,46,40 to 50,Geologist III,Property,Affluent Customer,Yes,7,91281 Transport Center,3356,VIC,2,436,0.903125
Craggie,Dering,M,47,3,1952-10-05,68,60 to 70,Actuary,Financial Services,Mass Customer,No,7,11 Paget Road,2125,NSW,10,436,0.903125
Giralda,MacPeake,F,59,0,1941-04-04,79,70 to 80,Librarian,Entertainment,High Net Worth,Yes,14,6 Killdeer Way,2705,NSW,1,441,0.9009999999999999
Rodney,Trethewey,M,16,3,1997-03-17,23,20 to 30,Software Consultant,Financial Services,Affluent Customer,No,15,737 Service Lane,3030,VIC,8,441,0.9009999999999999
Theresina,,F,30,0,1987-03-01,33,30 to 40,General Manager,Argiculture,Mass Customer,Yes,14,253 Katie Junction,2650,NSW,2,441,0.9009999999999999
Gleda,Howerd,F,59,0,1964-01-22,56,50 to 60,Senior Developer,IT,Mass Customer,No,6,481 Moulton Place,2440,NSW,2,444,0.9
Melany,Ladewig,F,76,2,1972-05-17,48,40 to 50,Research Associate,Financial Services,Mass Customer,Yes,10,3864 Sheridan Alley,4130,QLD,7,444,0.9
Claudell,Rounsefell,M,67,1,1993-11-27,27,20 to 30,VP Sales,Financial Services,Affluent Customer,No,8,61416 Karstens Place,4217,QLD,5,444,0.9
Garwin,Nurden,M,54,2,1958-04-19,62,60 to 70,Programmer I,Property,High Net Worth,Yes,5,0 Union Parkway,3142,VIC,11,444,0.9
Bunny,Leebetter,F,83,0,1966-04-30,54,50 to 60,Quality Engineer,Manufacturing,High Net Worth,Yes,8,4 Lukken Lane,4301,QLD,4,444,0.9
Matias,Melloi,M,61,2,1977-02-03,43,40 to 50,Legal Assistant,Retail,Affluent Customer,No,11,1507 Schlimgen Trail,2155,NSW,10,444,0.9
Sada,Dowyer,F,47,1,1998-11-22,22,20 to 30,Human Resources Manager,Untitled,High Net Worth,Yes,3,4 Meadow Ridge Place,2090,NSW,10,450,0.8999999999999999
Anet,Roseman,F,84,1,1996-11-24,24,20 to 30,Programmer Analyst III,Financial Services,Mass Customer,No,9,31 Melody Circle,3814,VIC,4,450,0.8999999999999999
Katie,Warhurst,F,0,3,1991-12-02,29,20 to 30,Help Desk Operator,Retail,High Net Worth,Yes,14,96 Rutledge Drive,3064,VIC,5,450,0.8999999999999999
Celia,Bryden,F,12,3,1943-04-06,77,70 to 80,Chemical Engineer,Manufacturing,High Net Worth,No,21,2905 Towne Place,2114,NSW,9,450,0.8999999999999999
Stearne,Trolley,M,42,3,1982-02-01,38,30 to 40,Automation Specialist IV,Financial Services,High Net Worth,No,14,638 Caliangt Avenue,2137,NSW,11,450,0.8999999999999999
Tristam,Larose,M,70,2,1985-01-29,35,30 to 40,VP Accounting,Financial Services,Mass Customer,No,17,9645 Moose Terrace,2137,NSW,11,455,0.8925
Laurena,,F,21,3,1961-07-31,59,50 to 60,VP Sales,Untitled,High Net Worth,No,10,7 Messerschmidt Crossing,3810,VIC,6,455,0.8925
Heloise,Fairpool,F,17,0,1976-09-07,44,40 to 50,Information Systems Manager,Manufacturing,High Net Worth,No,17,005 Loeprich Way,4680,QLD,3,455,0.8925
Dory,Malpass,F,19,3,1972-08-27,48,40 to 50,Untitled,Untitled,Affluent Customer,Yes,13,3653 Steensland Road,4103,QLD,8,455,0.8925
Marcellina,Baynton,F,60,2,1947-03-11,73,70 to 80,Software Engineer III,Financial Services,Mass Customer,No,16,56 Comanche Terrace,3141,VIC,10,455,0.8925
Gregorius,Leal,M,7,3,1951-04-29,69,60 to 70,Untitled,Retail,Affluent Customer,Yes,21,66 Merry Court,2033,NSW,12,455,0.8925
Deana,Canton,F,67,0,1974-11-25,46,40 to 50,Untitled,Property,Mass Customer,Yes,14,92 Ludington Street,4301,QLD,3,455,0.8925
Kori,Sparsholt,F,59,2,1940-05-19,80,Above 80,Office Assistant II,Untitled,Mass Customer,Yes,19,37 Rigney Park,2171,NSW,9,455,0.8925
Lucky,Klainman,F,24,0,1947-11-26,73,70 to 80,Chief Design Engineer,Retail,Mass Customer,No,8,0796 Barnett Plaza,3758,VIC,4,455,0.8925
Erasmus,Olenchenko,M,56,2,1965-02-03,55,50 to 60,Software Test Engineer IV,Property,Mass Customer,Yes,5,415 Rockefeller Trail,2484,NSW,7,464,0.8906249999999999
Carita,Sand,F,25,3,1977-03-20,43,40 to 50,Quality Engineer,Retail,Mass Customer,No,16,846 Loftsgordon Crossing,2154,NSW,11,464,0.8906249999999999
Lynnett,Tipper,F,22,1,1993-08-03,27,20 to 30,Social Worker,Health,High Net Worth,Yes,2,9 Ridgeview Avenue,3109,VIC,10,466,0.89
Thorn,Stigers,M,42,3,1972-05-19,48,40 to 50,Business Systems Development Analyst,Financial Services,Mass Customer,No,19,6218 Delladonna Parkway,4115,QLD,8,466,0.89
Lela,Billing,F,38,3,1970-12-17,50,50 to 60,Programmer Analyst III,Untitled,Mass Customer,Yes,18,095 Glacier Hill Circle,2571,NSW,7,468,0.8898437499999999
Norah,Mapis,F,75,1,2000-12-09,20,20 to 30,Assistant Manager,Argiculture,Mass Customer,No,10,057 Victoria Crossing,2263,NSW,9,468,0.8898437499999999
Moina,Rosenbaum,F,50,1,2001-08-04,19,Lessthan 20,Graphic Designer,IT,Mass Customer,No,14,0 Memorial Road,3109,VIC,10,468,0.8898437499999999
Ceciley,Harg,F,50,1,1990-10-19,30,30 to 40,Nurse Practicioner,Retail,Mass Customer,Yes,4,409 Starling Lane,4172,QLD,7,471,0.8875
Torry,de la Valette Parisot,M,95,2,1967-03-14,53,50 to 60,VP Marketing,Telecommunications,Mass Customer,Yes,18,36963 Pierstorff Terrace,3168,VIC,9,471,0.8875
Sigismund,Sedger,M,9,1,1999-11-29,21,20 to 30,Accountant II,Manufacturing,Affluent Customer,No,7,8069 Sunbrook Way,2155,NSW,10,473,0.884
Irvine,Headon,M,99,2,1956-04-21,64,60 to 70,Geologist III,IT,Affluent Customer,Yes,20,9 Hovde Way,2322,NSW,5,473,0.884
Laurie,,M,31,3,1979-07-28,41,40 to 50,Assistant Media Planner,Entertainment,Mass Customer,Yes,15,94 Barby Lane,2210,NSW,10,475,0.8818749999999999
Tomkin,Bernlin,M,7,1,2001-12-29,19,Lessthan 20,Food Chemist,Health,Affluent Customer,Yes,9,0492 Kings Street,2480,NSW,3,475,0.8818749999999999
Genni,Fanstone,F,25,3,1972-07-29,48,40 to 50,Administrative Assistant II,Entertainment,Mass Customer,No,16,1 Fair Oaks Alley,3149,VIC,10,475,0.8818749999999999
Blondie,,F,43,1,1995-10-03,25,20 to 30,Actuary,Financial Services,High Net Worth,No,11,780 Norway Maple Hill,2565,NSW,8,478,0.88
Aloysius,Killingsworth,M,89,2,1957-02-14,63,60 to 70,VP Quality Control,Untitled,Mass Customer,No,12,625 Mandrake Junction,2145,NSW,9,478,0.88
Carola,Philler,F,73,2,1951-04-30,69,60 to 70,Dental Hygienist,Health,High Net Worth,No,15,1037 Roth Park,2145,NSW,7,478,0.88
Fitzgerald,Hellikes,M,25,3,1979-07-28,41,40 to 50,Media Manager IV,Health,Mass Customer,Yes,10,315 Center Park,3040,VIC,7,478,0.88
Ingmar,Okenden,M,97,0,1959-03-01,61,60 to 70,Compensation Analyst,Financial Services,Mass Customer,Yes,8,1 Graceland Plaza,3216,VIC,2,478,0.88
Tina,Dunstan,F,13,3,1939-03-06,81,Above 80,Account Representative IV,Retail,Affluent Customer,No,13,98555 Victoria Hill,2171,NSW,7,483,0.8765625
Huberto,Mollatt,M,82,2,1961-08-27,59,50 to 60,Programmer IV,Untitled,Mass Customer,Yes,14,31121 Pierstorff Center,2770,NSW,7,483,0.8765625
Georgi,,M,29,0,1970-01-14,50,50 to 60,Assistant Manager,Manufacturing,High Net Worth,No,11,59 Garrison Terrace,3215,VIC,4,485,0.8755
Adolpho,Bellerby,M,46,0,1944-10-25,76,70 to 80,VP Sales,Financial Services,High Net Worth,Yes,13,2763 Buhler Circle,4305,QLD,4,486,0.875
Kelsey,Hatt,F,69,2,1966-06-27,54,50 to 60,Senior Sales Associate,Financial Services,High Net Worth,No,8,309 Maple Wood Pass,3930,VIC,6,486,0.875
Lucien,,M,83,0,1966-09-14,54,50 to 60,Untitled,Financial Services,High Net Worth,Yes,19,777 Fairfield Court,4305,QLD,3,486,0.875
Ariel,McCloid,M,4,0,1994-03-13,26,20 to 30,Human Resources Manager,Untitled,High Net Worth,Yes,6,99 Quincy Parkway,3630,VIC,1,486,0.875
Bevvy,Openshaw,F,68,0,1975-06-15,45,40 to 50,Staff Scientist,Untitled,Affluent Customer,Yes,10,902 Westend Lane,2318,NSW,3,486,0.875
Alexina,Mabley,F,72,2,1975-10-12,45,40 to 50,Web Designer IV,Manufacturing,Mass Customer,Yes,10,9 Rieder Junction,2573,NSW,9,486,0.875
Dawn,Pyffe,F,56,2,1965-05-28,55,50 to 60,Media Manager III,Retail,Mass Customer,No,11,734 Veith Way,3155,VIC,8,492,0.8712499999999999
Claudette,Renackowna,F,55,1,1996-02-11,24,20 to 30,Administrative Officer,Manufacturing,Mass Customer,No,2,0800 Dahle Alley,2148,NSW,8,492,0.8712499999999999
Elianora,Poolton,F,15,3,1944-06-14,76,70 to 80,Programmer II,Untitled,Mass Customer,Yes,21,5 Macpherson Drive,3134,VIC,9,494,0.867
Park,,M,39,0,1977-11-08,43,40 to 50,Nurse Practicioner,IT,Affluent Customer,No,14,07 Boyd Drive,4350,QLD,7,495,0.86328125
Anthony,Lindstrom,M,86,1,1997-11-01,23,20 to 30,Geologist IV,Financial Services,Affluent Customer,Yes,10,427 Oak Avenue,2205,NSW,10,495,0.86328125
Liane,Poizer,F,59,2,1952-05-05,68,60 to 70,Analyst Programmer,Property,High Net Worth,No,13,390 Express Plaza,2076,NSW,11,495,0.86328125
Romonda,Hallt,F,69,0,1960-05-09,60,60 to 70,Operator,Untitled,Affluent Customer,No,15,703 Ludington Plaza,2480,NSW,4,498,0.8606250000000001
Sula,Thomann,F,56,1,1989-03-17,31,30 to 40,Assistant Manager,Untitled,Mass Customer,No,6,7 Dayton Circle,2160,NSW,9,498,0.8606250000000001
Renell,Earley,F,5,0,1954-10-21,66,60 to 70,Compensation Analyst,Financial Services,Mass Customer,Yes,11,79 Manufacturers Plaza,4171,QLD,5,500,0.86
Cliff,Philipsson,M,82,2,1967-02-02,53,50 to 60,Structural Analysis Engineer,Argiculture,Mass Customer,No,16,600 Artisan Drive,3149,VIC,10,500,0.86
Clevey,Aisthorpe,M,27,3,1976-09-20,44,40 to 50,Software Consultant,Untitled,Mass Customer,Yes,8,0 Veith Way,2009,NSW,9,502,0.8584999999999999
Cariotta,,F,10,3,1974-08-19,46,40 to 50,Assistant Media Planner,Entertainment,Affluent Customer,Yes,17,2336 Continental Point,2527,NSW,7,502,0.8584999999999999
George,Jose,M,68,0,1960-12-19,60,60 to 70,Payment Adjustment Coordinator,Retail,High Net Worth,Yes,20,535 Corben Point,4680,QLD,4,504,0.8500000000000001
Kissiah,Foat,F,30,3,1975-09-11,45,40 to 50,Graphic Designer,Untitled,Mass Customer,Yes,19,1690 Forster Place,2281,NSW,9,504,0.8500000000000001
Milty,Brauninger,M,13,3,1945-07-10,75,70 to 80,Payment Adjustment Coordinator,Untitled,High Net Worth,No,11,54 6th Trail,2640,NSW,7,504,0.8500000000000001
Killian,Nettles,M,44,1,1980-09-01,40,40 to 50,Marketing Assistant,Untitled,Affluent Customer,No,4,16 Pepper Wood Junction,3803,VIC,7,507,0.85
Fredia,Favelle,F,94,2,1974-08-29,46,40 to 50,Teacher,Untitled,Mass Customer,Yes,19,4 Arapahoe Terrace,4014,QLD,8,507,0.85
Katleen,Arnoult,F,6,3,1976-11-24,44,40 to 50,VP Product Management,Manufacturing,Mass Customer,Yes,13,540 Farragut Avenue,2066,NSW,9,507,0.85
Gaultiero,Fibbens,M,41,3,1980-03-14,40,40 to 50,Help Desk Technician,Untitled,Affluent Customer,No,9,938 Bartillon Hill,2035,NSW,11,507,0.85
