customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,age,age_categories,RFM_level,job_title,job_industry_category,wealth_segment,owns_car,tenure,address,postcode,state,property_valuation
1975,Tommie,Midden,F,39,1965-10-19,55,50 to 60,Require Activation,Product Engineer,Health,Affluent Customer,No,4.0,04046 Summit Avenue,4217,QLD,9
1976,Letitia,Coan,F,84,1975-08-16,45,40 to 50,Loyal,Product Engineer,Manufacturing,Mass Customer,No,11.0,986 Hollow Ridge Crossing,3821,VIC,7
1977,Myrtia,Paschke,F,28,1977-10-04,43,40 to 50,Needs Attention,Untitled,Manufacturing,Mass Customer,Yes,5.0,4622 Dixon Junction,2048,NSW,8
1978,Marge,Skerm,F,53,1955-01-06,65,Above 60,Potential,Dental Hygienist,Health,Mass Customer,No,16.0,3563 Darwin Avenue,3095,VIC,9
1979,Ephrem,Cariss,M,98,1960-05-15,60,Above 60,Can't Loose Them,Statistician III,Manufacturing,Mass Customer,Yes,11.0,38759 Butterfield Avenue,4305,QLD,2
1980,Kenneth,Viall,M,97,1992-06-20,28,20 to 30,Can't Loose Them,Food Chemist,Health,High Net Worth,Yes,7.0,67125 Melody Place,2747,NSW,8
1981,Calv,Zelland,M,62,1986-01-30,34,30 to 40,Needs Attention,Sales Associate,Untitled,Affluent Customer,No,12.0,31 Northwestern Court,2206,NSW,10
1982,Julee,Hallewell,F,80,1968-03-30,52,50 to 60,Can't Loose Them,Senior Cost Accountant,Financial Services,High Net Worth,Yes,16.0,8 Farwell Parkway,2428,NSW,2
1983,Kimberlee,Soonhouse,F,6,1963-03-10,57,50 to 60,Loyal,Assistant Media Planner,Entertainment,Affluent Customer,Yes,18.0,19 Barby Parkway,4127,QLD,4
1984,Hewett,Alessandretti,M,70,1999-06-01,21,20 to 30,Can't Loose Them,Information Systems Manager,Health,Mass Customer,Yes,1.0,681 School Avenue,2077,NSW,10
1985,Chrysler,Longstaffe,F,1,1978-12-02,42,40 to 50,Can't Loose Them,Computer Systems Analyst I,Untitled,Mass Customer,Yes,16.0,27 Dawn Lane,2233,NSW,10
1986,Melania,Ruske,F,53,1981-12-30,39,30 to 40,Champions,Untitled,Retail,Mass Customer,No,16.0,366 International Way,2170,NSW,8
1987,Jacobo,Rosenblum,M,56,1956-06-08,64,Above 60,Promising,Research Associate,Health,Affluent Customer,No,8.0,427 Rockefeller Drive,2093,NSW,12
1988,Kelwin,Goldsmith,M,27,1957-04-15,63,Above 60,Can't Loose Them,Recruiting Manager,Property,Mass Customer,No,8.0,5176 Division Hill,3216,VIC,5
1989,Emalee,Guitel,F,46,1973-07-21,47,40 to 50,Potential,Graphic Designer,Property,High Net Worth,Yes,17.0,1 Raven Place,2160,NSW,6
1991,Tobe,Godrich,M,35,1993-09-27,27,20 to 30,Can't Loose Them,Research Nurse,Health,Mass Customer,Yes,8.0,42554 Burrows Court,2117,NSW,10
1992,Shanta,Attrill,F,28,1995-10-21,25,20 to 30,Can't Loose Them,Web Developer I,Manufacturing,Mass Customer,Yes,3.0,726 Warrior Center,2077,NSW,10
1993,Agustin,Isworth,M,82,1980-07-27,40,40 to 50,Can't Loose Them,Accounting Assistant II,Untitled,High Net Worth,Yes,3.0,500 Victoria Plaza,2147,NSW,9
1994,Gray,McLorinan,F,71,1986-04-25,34,30 to 40,Can't Loose Them,Untitled,Manufacturing,High Net Worth,No,11.0,35 Debra Way,3201,VIC,6
1995,Mabel,Sallter,F,6,1969-03-26,51,50 to 60,Potential,Automation Specialist II,Untitled,Mass Customer,Yes,11.0,62965 Morningstar Junction,4109,QLD,9
1996,Filmer,Furby,M,4,1985-12-29,35,30 to 40,Can't Loose Them,Structural Engineer,Manufacturing,Mass Customer,No,4.0,6698 Melody Crossing,4556,QLD,8
1997,Tedmund,Simonsson,M,57,1996-09-27,24,20 to 30,Potential,Structural Engineer,Untitled,Mass Customer,No,5.0,05919 Morning Parkway,2034,NSW,11
1998,Hamil,Britch,M,13,1975-03-26,45,40 to 50,Needs Attention,Media Manager IV,Manufacturing,High Net Worth,No,21.0,6 Rockefeller Pass,3075,VIC,7
1999,Raquel,Bamlett,F,6,1962-08-16,58,50 to 60,Can't Loose Them,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,7.0,7875 Fieldstone Pass,4216,QLD,10
2001,Mada,Martinho,F,21,1977-10-06,43,40 to 50,Can't Loose Them,Analog Circuit Design manager,Manufacturing,Mass Customer,Yes,3.0,3 Bonner Point,2800,NSW,4
2002,Matilde,Hamsher,F,55,1971-06-20,49,40 to 50,Require Activation,Mechanical Systems Engineer,Financial Services,Mass Customer,No,12.0,113 Lien Place,2560,NSW,6
2003,Lilli,Hargey,F,80,1962-06-21,58,50 to 60,Require Activation,Statistician III,Manufacturing,High Net Worth,Yes,8.0,064 Fallview Terrace,4500,QLD,7
2004,Brandy,Showering,M,16,1963-06-12,57,50 to 60,Loyal,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes,10.0,32 Sutteridge Trail,2470,NSW,1
2005,Marina,McElwee,F,41,1978-08-20,42,40 to 50,Can't Loose Them,Accountant I,Manufacturing,High Net Worth,No,17.0,3984 Clove Street,3192,VIC,10
2006,Hyacinthia,Tuley,F,33,1999-10-04,21,20 to 30,Potential,Senior Developer,Property,High Net Worth,Yes,2.0,4 Rowland Plaza,2324,NSW,4
2007,Gail,Scarrisbrick,M,8,1970-04-13,50,50 to 60,Potential,Programmer I,Manufacturing,Mass Customer,Yes,15.0,5157 Maple Wood Circle,2537,NSW,8
2008,Jamill,Cudd,M,77,1993-07-27,27,20 to 30,Can't Loose Them,Analyst Programmer,Financial Services,Mass Customer,Yes,3.0,559 Blackbird Street,4580,QLD,2
2009,Neilla,Castrillo,F,19,1960-03-16,60,Above 60,Can't Loose Them,Staff Accountant IV,Health,Affluent Customer,Yes,19.0,6466 Troy Street,2763,NSW,8
2010,Duff,Guyer,M,88,1974-01-31,46,40 to 50,Loyal,Data Coordiator,Manufacturing,High Net Worth,Yes,7.0,7135 Ruskin Avenue,2563,NSW,11
2011,Guthrie,MacAne,M,68,1978-01-22,42,40 to 50,Require Activation,VP Sales,Manufacturing,High Net Worth,Yes,12.0,5 Loftsgordon Avenue,2068,NSW,12
2012,Maisey,Lavell,F,55,1972-09-07,48,40 to 50,Champions,Health Coach I,Health,High Net Worth,No,4.0,33 Del Mar Junction,2264,NSW,8
2013,Marge,Girault,F,99,1995-08-10,25,20 to 30,Can't Loose Them,Registered Nurse,Health,Affluent Customer,Yes,19.0,06069 Hayes Road,2099,NSW,8
2014,Sandye,Avraam,F,49,1990-05-25,30,30 to 40,Loyal,Associate Professor,Manufacturing,Mass Customer,Yes,8.0,828 Waubesa Pass,2234,NSW,10
2015,Charyl,Sibson,F,6,1974-02-19,46,40 to 50,Champions,Health Coach IV,Health,Affluent Customer,No,7.0,1 Bobwhite Circle,2230,NSW,9
2016,Laraine,Merioth,F,89,1998-11-19,22,20 to 30,Champions,Executive Secretary,Retail,Affluent Customer,Yes,1.0,3 Memorial Junction,2126,NSW,11
2017,Ezri,Sadry,M,67,1995-02-11,25,20 to 30,Champions,Programmer II,Financial Services,Affluent Customer,Yes,6.0,644 Mcbride Street,2086,NSW,11
2018,Richie,Matts,M,80,1963-01-30,57,50 to 60,Can't Loose Them,Senior Developer,Financial Services,Affluent Customer,No,12.0,23700 Dennis Way,2075,NSW,11
2019,Neda,Perkis,F,48,1953-09-13,67,Above 60,Can't Loose Them,VP Marketing,Entertainment,High Net Worth,No,17.0,5795 Comanche Circle,4825,QLD,2
2020,Portia,Proudlock,F,50,1971-05-06,49,40 to 50,Can't Loose Them,Biostatistician IV,Property,Affluent Customer,Yes,14.0,31 Scofield Trail,3020,VIC,8
2022,Mortimer,Iremonger,M,79,1982-07-03,38,30 to 40,Champions,Untitled,IT,Affluent Customer,No,7.0,5468 Moose Lane,2445,NSW,7
2023,Marco,Denziloe,M,15,1971-01-11,49,40 to 50,Can't Loose Them,Associate Professor,Untitled,High Net Worth,No,10.0,174 Calypso Crossing,2770,NSW,7
2024,Elinor,Biggerstaff,F,69,2000-07-14,20,20 to 30,Can't Loose Them,VP Sales,IT,Mass Customer,Yes,2.0,53358 David Circle,4306,QLD,3
2025,Agosto,Thon,M,59,1982-04-15,38,30 to 40,Needs Attention,VP Quality Control,Untitled,Mass Customer,Yes,3.0,0 3rd Road,4060,QLD,9
2026,Anabelle,Rogerson,F,62,1987-09-18,33,30 to 40,Promising,Structural Engineer,Property,Mass Customer,Yes,7.0,9 Melvin Drive,2144,NSW,7
2027,Whitney,Dahle,M,89,1964-09-02,56,50 to 60,Can't Loose Them,VP Product Management,Untitled,High Net Worth,No,10.0,9670 4th Point,2065,NSW,10
2028,Cathy,Parmley,F,25,1976-12-10,44,40 to 50,Can't Loose Them,Director of Sales,Retail,Affluent Customer,Yes,18.0,2228 Steensland Terrace,2148,NSW,8
2029,Charlie,Hastilow,M,10,1992-03-10,28,20 to 30,Can't Loose Them,Nurse,Manufacturing,Mass Customer,No,7.0,2 Thierer Place,4053,QLD,8
2030,Xymenes,Sprull,M,3,1961-01-09,59,50 to 60,Promising,Administrative Officer,Property,High Net Worth,No,15.0,23 Huxley Road,3064,VIC,7
2031,Philbert,Albone,M,99,1987-01-21,33,30 to 40,Potential,Geologist III,Untitled,Mass Customer,No,12.0,34 3rd Place,3030,VIC,8
2032,Theodore,Chicchelli,M,98,1983-09-09,37,30 to 40,Potential,Quality Control Specialist,Property,Mass Customer,Yes,9.0,63 Golf Crossing,2217,NSW,8
2033,Mar,Philippon,M,36,1971-08-31,49,40 to 50,Can't Loose Them,Dental Hygienist,Health,High Net Worth,No,10.0,1 Sloan Avenue,2176,NSW,10
2034,June,Haslam,F,87,1974-01-10,46,40 to 50,Loyal,Speech Pathologist,Manufacturing,Mass Customer,No,8.0,056 Pierstorff Alley,2040,NSW,11
2035,Kylie,Terese,M,40,1979-06-01,41,40 to 50,Require Activation,Senior Developer,Health,Mass Customer,No,19.0,177 Anniversary Parkway,2428,NSW,7
2036,Alix,Gilliland,F,11,1977-04-29,43,40 to 50,Can't Loose Them,Untitled,Untitled,Mass Customer,No,17.0,18 Karstens Drive,2233,NSW,10
2037,Irwin,Ryall,M,19,1989-01-04,31,30 to 40,Needs Attention,VP Marketing,IT,Mass Customer,No,6.0,6950 Morrow Street,2326,NSW,3
2038,Fae,Done,F,9,1959-11-26,61,Above 60,Loyal,Structural Engineer,Financial Services,Mass Customer,Yes,5.0,8492 Autumn Leaf Center,3214,VIC,2
2039,Laureen,Blower,F,38,1978-03-26,42,40 to 50,Promising,Senior Developer,IT,High Net Worth,Yes,7.0,91749 Portage Park,2528,NSW,8
2040,Gal,Scardafield,M,25,1969-09-05,51,50 to 60,Require Activation,VP Sales,Retail,Affluent Customer,Yes,12.0,45 Waubesa Lane,4213,QLD,9
2041,Mort,Heath,M,52,1957-10-27,63,Above 60,Champions,VP Accounting,Financial Services,Mass Customer,No,17.0,51739 Sundown Hill,2009,NSW,9
2042,Bendix,Cooke,M,65,1968-08-14,52,50 to 60,Loyal,Registered Nurse,Health,Mass Customer,No,17.0,95 Butterfield Circle,3352,VIC,4
2043,Veronike,Clampett,F,67,1977-09-05,43,40 to 50,Potential,Software Consultant,Untitled,Mass Customer,No,7.0,9 Porter Pass,4077,QLD,6
2044,Leyla,Eddington,F,84,1998-08-02,22,20 to 30,Can't Loose Them,Quality Engineer,Health,Mass Customer,Yes,1.0,236 Fremont Alley,2156,NSW,12
2045,Hermina,Franzel,F,15,1984-07-03,36,30 to 40,Can't Loose Them,VP Sales,Financial Services,High Net Worth,No,15.0,46031 Hudson Place,2075,NSW,11
2046,Charis,Maas,F,3,1959-07-27,61,Above 60,Can't Loose Them,Marketing Manager,Untitled,Mass Customer,Yes,13.0,8 Crowley Terrace,2760,NSW,8
2047,Kirsten,Slegg,F,45,1975-04-13,45,40 to 50,Require Activation,Paralegal,Financial Services,Affluent Customer,Yes,21.0,50532 Hoard Center,4209,QLD,7
2048,Sorcha,Genthner,F,22,1960-04-13,60,Above 60,Can't Loose Them,Financial Advisor,Financial Services,High Net Worth,No,13.0,56 Sommers Point,2204,NSW,8
2049,Jud,Purchon,M,21,1962-02-12,58,50 to 60,Champions,Assistant Professor,Manufacturing,High Net Worth,No,5.0,0 Red Cloud Place,2217,NSW,8
2050,Opal,Costa,F,22,1954-06-26,66,Above 60,Loyal,Business Systems Development Analyst,Untitled,Mass Customer,Yes,5.0,24951 Michigan Pass,2176,NSW,10
2051,Teresita,Drinnan,F,8,1959-06-15,61,Above 60,Champions,Geological Engineer,Manufacturing,Affluent Customer,No,20.0,51960 Gulseth Point,2009,NSW,12
2052,Ganny,Sealeaf,M,5,1955-11-30,65,Above 60,Can't Loose Them,Untitled,Retail,Mass Customer,Yes,8.0,144 Parkside Parkway,4655,QLD,3
2053,Horatius,Dufton,M,7,1978-05-28,42,40 to 50,Can't Loose Them,Untitled,Financial Services,Affluent Customer,Yes,11.0,896 Helena Parkway,4551,QLD,7
2054,Horace,Gilpillan,M,12,1995-08-21,25,20 to 30,Loyal,Untitled,Manufacturing,Mass Customer,Yes,22.0,89 Anhalt Park,2106,NSW,11
2055,Harmon,Bakster,M,46,1980-09-14,40,40 to 50,Can't Loose Them,Administrative Assistant III,Retail,High Net Worth,No,7.0,1786 Orin Street,2327,NSW,3
2056,Cristin,Smoughton,F,65,1986-03-04,34,30 to 40,Needs Attention,Biostatistician IV,Property,High Net Worth,No,22.0,7 Green Ridge Way,2763,NSW,8
2057,Elianora,Sally,F,99,1959-10-04,61,Above 60,Can't Loose Them,Accounting Assistant IV,Manufacturing,Affluent Customer,Yes,15.0,2807 Northwestern Pass,3182,VIC,8
2058,Ronna,Wickersham,F,99,1978-02-04,42,40 to 50,Loyal,Database Administrator I,Argiculture,High Net Worth,No,7.0,9362 Grim Plaza,4702,QLD,1
2059,Kylen,Gimson,F,21,1977-02-15,43,40 to 50,Require Activation,Graphic Designer,Untitled,High Net Worth,No,12.0,2 Sommers Drive,3181,VIC,10
2060,Constancia,Akram,F,17,1959-01-23,61,Above 60,Can't Loose Them,Statistician II,Financial Services,Mass Customer,No,17.0,74164 Village Green Parkway,3037,VIC,9
2061,Loralyn,,F,71,1983-01-24,37,30 to 40,Champions,Technical Writer,Manufacturing,High Net Worth,No,4.0,623 Melody Avenue,4500,QLD,4
2062,Guillermo,Kolakovic,M,67,1976-08-19,44,40 to 50,Champions,Junior Executive,Retail,Mass Customer,No,18.0,9 Roth Park,4104,QLD,7
2063,Benny,Crudge,M,55,1963-06-17,57,50 to 60,Champions,Clinical Specialist,Health,Affluent Customer,No,16.0,18 Buhler Court,3186,VIC,12
2064,Reynard,Jaffrey,M,99,1969-05-19,51,50 to 60,Potential,VP Marketing,Health,Mass Customer,Yes,18.0,4 Sachtjen Drive,4701,QLD,3
2065,Silvio,Henrichs,M,66,1978-03-13,42,40 to 50,Needs Attention,Technical Writer,Retail,Mass Customer,Yes,12.0,130 Hayes Crossing,2170,NSW,9
2066,Skipp,McLarens,M,91,1969-12-21,51,50 to 60,Potential,Food Chemist,Health,High Net Worth,Yes,12.0,9 Logan Court,2570,NSW,9
2067,Slade,Mulvin,M,81,1979-05-05,41,40 to 50,Can't Loose Them,Registered Nurse,Health,Mass Customer,No,17.0,8 Superior Hill,2153,NSW,10
2068,Wandie,Nare,F,23,1956-08-08,64,Above 60,Promising,Account Representative I,Untitled,High Net Worth,No,8.0,575 Katie Terrace,2835,NSW,1
2070,Tiphany,Leppington,F,0,1981-12-05,39,30 to 40,Can't Loose Them,Recruiting Manager,Untitled,Mass Customer,No,8.0,7949 Waywood Way,2318,NSW,7
2071,Ardis,Ramelet,F,69,1978-02-07,42,40 to 50,Champions,Untitled,Untitled,Mass Customer,No,10.0,2982 Monterey Way,3182,VIC,10
2072,Margie,Tillyer,F,30,1960-04-20,60,Above 60,Can't Loose Them,Environmental Specialist,Financial Services,Mass Customer,Yes,9.0,692 Leroy Parkway,3043,VIC,9
2073,Linea,,F,87,1974-01-30,46,40 to 50,Can't Loose Them,Untitled,Manufacturing,High Net Worth,Yes,10.0,9499 Alpine Drive,3175,VIC,8
2075,Devondra,Jovis,F,95,1973-04-23,47,40 to 50,Loyal,Environmental Tech,Manufacturing,Mass Customer,No,8.0,61 Upham Parkway,4558,QLD,4
2076,Beatriz,Tweddle,F,73,1969-06-03,51,50 to 60,Can't Loose Them,Assistant Manager,Manufacturing,Mass Customer,Yes,5.0,63832 Maple Wood Court,3172,VIC,9
2077,Tobe,Lindroos,F,67,1992-02-26,28,20 to 30,Needs Attention,Cost Accountant,Financial Services,Mass Customer,Yes,7.0,27 Rockefeller Plaza,4556,QLD,8
2078,Joice,Govett,F,15,1989-08-30,31,30 to 40,Champions,Computer Systems Analyst III,Manufacturing,Mass Customer,No,3.0,95483 Washington Junction,2505,NSW,9
2079,Eda,,F,49,1956-07-29,64,Above 60,Loyal,Account Executive,Untitled,High Net Worth,No,11.0,1396 Sugar Terrace,2145,NSW,10
2080,Rosamond,Sainer,F,15,1959-08-07,61,Above 60,Loyal,Human Resources Assistant IV,Untitled,High Net Worth,No,17.0,8454 Pierstorff Way,2115,NSW,11
2081,Gelya,Coaker,F,69,1972-06-21,48,40 to 50,Champions,Senior Editor,Financial Services,Mass Customer,No,13.0,2444 Aberg Hill,2067,NSW,12
2082,Sybyl,Beekman,F,38,1979-12-07,41,40 to 50,Can't Loose Them,Legal Assistant,Health,Affluent Customer,Yes,19.0,73637 Nancy Street,2469,NSW,1
2083,Karee,Ortler,F,5,1980-07-18,40,40 to 50,Can't Loose Them,Untitled,Untitled,Mass Customer,No,4.0,9 Beilfuss Crossing,2705,NSW,3
2084,Britni,Menguy,F,6,1986-10-03,34,30 to 40,Require Activation,Untitled,IT,Mass Customer,Yes,17.0,891 Mendota Junction,4127,QLD,2
2085,Carolynn,Samsin,F,83,1956-05-03,64,Above 60,Potential,Pharmacist,Health,Mass Customer,No,11.0,73 Muir Trail,3196,VIC,7
2086,Gayle,Cockerell,M,68,1997-01-03,23,20 to 30,Require Activation,Senior Cost Accountant,Financial Services,High Net Worth,No,1.0,1 Raven Circle,2450,NSW,7
2087,Yehudi,Sandon,M,76,1969-06-08,51,50 to 60,Loyal,Administrative Officer,IT,Mass Customer,Yes,15.0,6563 Susan Pass,3024,VIC,7
2088,Ernie,Wankel,M,2,1969-10-09,51,50 to 60,Can't Loose Them,Senior Financial Analyst,Financial Services,Mass Customer,Yes,14.0,59 Prentice Lane,4551,QLD,7
2089,Erie,Ballston,M,93,1958-01-07,62,Above 60,Require Activation,Safety Technician I,Financial Services,High Net Worth,No,15.0,65880 Cascade Drive,2164,NSW,9
2090,Stanton,Schimoni,M,63,1964-12-05,56,50 to 60,Require Activation,Help Desk Technician,Financial Services,Mass Customer,Yes,17.0,6632 Truax Hill,2230,NSW,9
2091,Dominga,Crosfield,F,27,1980-06-22,40,40 to 50,Needs Attention,Office Assistant II,Argiculture,Mass Customer,No,9.0,68882 Commercial Crossing,2320,NSW,3
2092,Stavros,Hazelby,M,14,1977-12-22,43,40 to 50,Can't Loose Them,Safety Technician IV,Manufacturing,High Net Worth,No,18.0,949 Marquette Avenue,3028,VIC,7
2093,Salem,Doiley,M,94,1999-09-10,21,20 to 30,Champions,Programmer II,Financial Services,High Net Worth,No,2.0,9953 Kim Lane,2330,NSW,4
2094,Merle,Pesticcio,M,15,1984-01-27,36,30 to 40,Loyal,Biostatistician IV,Untitled,Mass Customer,No,16.0,09 Pierstorff Point,4514,QLD,6
2095,Anette,Guerreiro,F,69,1989-11-13,31,30 to 40,Can't Loose Them,Account Executive,Manufacturing,Affluent Customer,No,8.0,158 Lindbergh Crossing,3136,VIC,9
2096,Torrie,Smartman,F,74,1969-05-21,51,50 to 60,Loyal,Programmer III,Telecommunications,High Net Worth,Yes,12.0,72 Ilene Point,2575,NSW,8
2097,Web,Decaze,M,38,1988-04-08,32,30 to 40,Can't Loose Them,Recruiter,Telecommunications,Mass Customer,No,21.0,4081 Lighthouse Bay Alley,4053,QLD,9
2098,Ame,Tossell,F,82,1969-12-13,51,50 to 60,Can't Loose Them,Dental Hygienist,Health,High Net Worth,No,16.0,794 Kennedy Court,4740,QLD,2
2099,Mikel,McKechnie,M,40,1959-10-03,61,Above 60,Can't Loose Them,Senior Cost Accountant,Financial Services,High Net Worth,Yes,19.0,3981 Karstens Place,2570,NSW,8
2100,Der,Blatcher,M,34,1978-05-30,42,40 to 50,Champions,Marketing Assistant,IT,Mass Customer,No,14.0,88039 Melody Lane,3088,VIC,9
2101,Maryann,,F,71,1998-03-08,22,20 to 30,Can't Loose Them,General Manager,Untitled,Mass Customer,Yes,2.0,344 Rockefeller Way,3966,VIC,2
2102,Carl,Penquet,M,80,1976-01-08,44,40 to 50,Can't Loose Them,Senior Editor,Untitled,Affluent Customer,No,5.0,434 Eggendart Circle,2260,NSW,12
2103,Jayme,Hendin,M,94,1975-09-22,45,40 to 50,Can't Loose Them,Business Systems Development Analyst,Financial Services,Affluent Customer,No,18.0,0 Waubesa Alley,2265,NSW,6
2104,Livy,Roote,F,31,1979-01-29,41,40 to 50,Can't Loose Them,Structural Analysis Engineer,Financial Services,Mass Customer,No,11.0,831 Prairieview Trail,4405,QLD,1
2105,Terrance,Goligher,M,29,1971-11-11,49,40 to 50,Champions,Food Chemist,Health,High Net Worth,Yes,6.0,884 Surrey Pass,3912,VIC,7
2106,Antons,Ley,M,91,1970-03-19,50,50 to 60,Champions,Project Manager,Financial Services,High Net Worth,Yes,13.0,60424 Bultman Terrace,2120,NSW,10
2107,Dre,Ferrillo,F,2,1992-07-10,28,20 to 30,Needs Attention,Biostatistician IV,IT,Affluent Customer,Yes,4.0,882 Merry Trail,4701,QLD,4
2108,Michel,O'Halligan,F,41,1985-11-24,35,30 to 40,Potential,Software Test Engineer IV,Property,Mass Customer,Yes,18.0,47878 Pond Park,4133,QLD,3
2109,Grazia,Vinson,F,14,1965-04-13,55,50 to 60,Can't Loose Them,Account Representative II,Health,High Net Worth,Yes,18.0,7 Porter Parkway,2261,NSW,8
2110,Gard,Marris,M,29,1973-07-31,47,40 to 50,Can't Loose Them,Human Resources Assistant III,Manufacturing,High Net Worth,No,14.0,984 Waubesa Pass,4034,QLD,6
2111,Ellis,Vokes,M,98,1973-12-28,47,40 to 50,Can't Loose Them,Speech Pathologist,Property,Affluent Customer,Yes,12.0,91933 Artisan Avenue,2753,NSW,9
2112,Aubrie,Glaum,F,64,1993-05-17,27,20 to 30,Champions,Accounting Assistant I,Financial Services,Mass Customer,Yes,6.0,624 Atwood Circle,2164,NSW,8
2113,Nita,Bushell,F,91,1972-01-06,48,40 to 50,Potential,Internal Auditor,Manufacturing,Affluent Customer,No,17.0,15 Mcguire Junction,4128,QLD,6
2114,Erick,Caveill,M,78,1954-11-29,66,Above 60,Can't Loose Them,Safety Technician III,Argiculture,High Net Worth,No,19.0,21 South Avenue,2076,NSW,11
2115,Shannon,Pflieger,M,17,1975-08-31,45,40 to 50,Needs Attention,Food Chemist,Health,Mass Customer,Yes,17.0,4 Macpherson Street,3143,VIC,4
2116,Wyndham,Ecob,M,81,1979-01-20,41,40 to 50,Needs Attention,Research Associate,Financial Services,Affluent Customer,Yes,9.0,5965 Glacier Hill Terrace,3025,VIC,9
2117,Llywellyn,Christall,M,76,1995-06-14,25,20 to 30,Potential,Computer Systems Analyst I,Health,Affluent Customer,No,3.0,556 Esch Street,2090,NSW,12
2118,Ulrick,Calyton,M,29,1978-07-22,42,40 to 50,Loyal,Developer III,Untitled,High Net Worth,No,7.0,25943 Montana Street,2747,NSW,8
2119,Dorise,Bellon,F,51,1985-03-01,35,30 to 40,Promising,Senior Cost Accountant,Financial Services,Mass Customer,No,17.0,2 Dawn Avenue,4118,QLD,5
2120,Clare,Attoe,M,80,1997-01-03,23,20 to 30,Can't Loose Them,Web Designer III,Manufacturing,Mass Customer,No,1.0,35 Harbort Way,2446,NSW,8
2121,Clarita,Jaqueminet,F,35,1989-02-15,31,30 to 40,Can't Loose Them,Nurse,Financial Services,Mass Customer,Yes,22.0,464 Bonner Place,3012,VIC,8
2122,Osborne,Nawton,M,85,1973-01-27,47,40 to 50,Potential,Registered Nurse,Health,High Net Worth,Yes,11.0,0899 Judy Pass,3072,VIC,10
2123,Shirley,Negal,F,36,1993-03-19,27,20 to 30,Loyal,Software Engineer II,Manufacturing,Affluent Customer,No,2.0,43 Sunbrook Terrace,4160,QLD,10
2124,Damien,Bartczak,M,17,1978-01-30,42,40 to 50,Champions,Untitled,Retail,High Net Worth,No,18.0,34 Vidon Way,3037,VIC,8
2125,Laurene,Linstead,F,9,1975-01-27,45,40 to 50,Can't Loose Them,VP Quality Control,Financial Services,High Net Worth,No,18.0,85 Cody Hill,2770,NSW,8
2126,Hugibert,Getcliff,M,65,1958-03-29,62,Above 60,Promising,Product Engineer,Health,Mass Customer,Yes,17.0,8209 Tony Plaza,2810,NSW,1
2127,Wanids,Baudet,F,66,1974-02-15,46,40 to 50,Loyal,Web Designer I,Manufacturing,Mass Customer,No,7.0,65675 Spenser Way,3207,VIC,12
2128,Gregorius,Cockram,M,31,1976-09-25,44,40 to 50,Potential,Data Coordiator,Property,Affluent Customer,Yes,16.0,042 Saint Paul Parkway,2769,NSW,10
2129,Barron,Waszkiewicz,M,26,1980-10-07,40,40 to 50,Require Activation,Electrical Engineer,Manufacturing,High Net Worth,No,3.0,3516 Kensington Lane,2164,NSW,9
2130,Evangelina,Coxhell,F,95,1990-01-01,30,30 to 40,Can't Loose Them,Structural Engineer,Property,High Net Worth,Yes,16.0,26064 Morningstar Junction,2480,NSW,2
2131,Nettle,Painter,F,12,1971-03-21,49,40 to 50,Promising,Payment Adjustment Coordinator,Untitled,Mass Customer,Yes,7.0,686 Rusk Parkway,2566,NSW,8
2132,Davina,Dougary,F,16,1985-02-02,35,30 to 40,Can't Loose Them,Human Resources Manager,Financial Services,High Net Worth,Yes,22.0,7518 Canary Parkway,2145,NSW,9
2133,Clarissa,Blaisdale,F,44,1998-01-20,22,20 to 30,Potential,General Manager,Financial Services,High Net Worth,No,3.0,32 Spenser Crossing,2880,NSW,1
2134,Crosby,Ruoff,M,16,2000-02-21,20,20 to 30,Loyal,Nurse,Manufacturing,Affluent Customer,No,2.0,654 Kim Parkway,3175,VIC,3
2135,Teador,Laurant,M,97,1980-09-18,40,40 to 50,Require Activation,Structural Engineer,Untitled,Mass Customer,Yes,15.0,0 Moose Court,2063,NSW,12
2136,Heather,Golsworthy,F,21,1965-07-12,55,50 to 60,Champions,Office Assistant I,Health,High Net Worth,Yes,5.0,99000 Petterle Drive,2062,NSW,9
2137,Renie,,F,46,1971-06-22,49,40 to 50,Potential,Chemical Engineer,Manufacturing,Affluent Customer,No,5.0,549 Longview Terrace,4030,QLD,9
2138,Jonell,Gon,F,23,1978-11-28,42,40 to 50,Can't Loose Them,Graphic Designer,Manufacturing,High Net Worth,No,15.0,1861 Golf Course Circle,2216,NSW,8
2139,Carolina,Brands,F,87,1982-02-06,38,30 to 40,Loyal,Accountant II,IT,Affluent Customer,Yes,7.0,27 Mayer Lane,3756,VIC,7
2140,Hilario,Ramsdell,M,59,1976-09-30,44,40 to 50,Can't Loose Them,Help Desk Operator,Telecommunications,High Net Worth,No,21.0,47336 Garrison Court,4670,QLD,1
2141,Georgie,Bruggen,F,50,1964-08-21,56,50 to 60,Promising,Programmer I,Financial Services,High Net Worth,Yes,4.0,27 Drewry Road,2102,NSW,10
2142,Marti,McComish,F,61,1979-07-02,41,40 to 50,Can't Loose Them,Biostatistician IV,Untitled,Affluent Customer,No,7.0,75581 Express Center,4503,QLD,3
